employee_id,week,hours_worked,work_life_balance_score,meetings_count,remote_days,sleep_hours,productivity_score,overtime_hours,stress_level,peer_feedback,burnout_risk
8270.0,45.0,66.46230923264514,8.824656969773214,11.0,3.0,5.674580232869024,,,9.818487247326491,4.813400448677294,1.0
1860.0,1.0,,,,,7.650211778174244,,12.421824536935695,8.204829643958341,3.847292446993899,1.0
6390.0,6.0,53.84702703002782,4.923005167539353,13.0,3.0,5.659459108145226,63.34193570193199,13.847027030027817,4.957782229926225,4.381530348296931,1.0
6191.0,5.0,,3.998794286281661,,0.0,6.023050679890225,59.76185406600664,,5.161302139534215,4.65098646114866,0.0
6734.0,45.0,,7.993700768430302,11.0,1.0,9.325244502747234,None,2.518230146620354,9.555180738655105,3.5249343445885355,
7265.0,50.0,44.880771525198966,4.982003122862986,,5.0,4.944763023450086,62.25213579760805,4.880771525198966,,3.012335908348954,0.0
1466.0,29.0,33.02389960848515,4.17078238729857,4.0,,None,92.18762571801565,,4.6059387419955815,1.6032877121146614,0.0
,12.0,38.759405715077165,6.55199428939973,10.0,5.0,5.51664792532438,66.97929018053904,0.0,,1.7540731035680417,0.0
6578.0,39.0,29.99006914557458,5.26548378380413,15.0,1.0,8.91447212291222,71.10623995709499,,3.4463686798570454,2.8024739492244195,0.0
9322.0,47.0,36.0449376987079,7.873350293546825,14.0,0.0,4.51902945546661,74.0454643649112,0.0,9.431441645003952,1.2667775148167073,0.0
2685.0,3.0,48.408915703871195,7.582393318626897,6.0,2.0,7.803333931173973,64.54295363441561,,,?,
1769.0,,22.34237534481894,3.719504537756481,10.0,4.0,4.0696567619335395,82.92499470154513,0.0,7.597205085960779,3.233717026026444,0.0
,1.0,,8.135282616018833,,0.0,None,72.4599446750945,,6.82585878253453,4.70415349983832,0.0
3433.0,27.0,24.226393928068372,8.895413462972243,16.0,,5.312093598898856,67.31721946723385,0.0,6.276365458384598,3.4989002867574137,0.0
6311.0,48.0,40.52456267203402,7.505569193192648,,2.0,5.993591323448945,58.98227795430368,0.5245626720340226,5.213078314263509,4.888756537143374,0.0
6051.0,24.0,41.434351370053655,,10.0,5.0,8.036426640047715,81.34652174367305,1.4343513700536548,6.017916862909487,2.114995864542716,0.0
7420.0,44.0,45.728162219089214,8.504648064013601,,0.0,6.141366534715307,72.89876776694375,5.728162219089214,,2.399653094809283,0.0
,19.0,38.194597671860365,7.715108880370543,12.0,2.0,7.271725534256846,70.22647389092855,0.0,6.700468506710784,2.6932896749539146,
5555.0,8.0,29.553055189054113,,11.0,,5.515016372045312,69.30497404502096,0.0,,None,0.0
4385.0,44.0,41.845094463018626,3.4089660666851165,15.0,1.0,6.594596807439392,76.85895008625452,1.8450944630186257,3.445222566253065,4.182619491903603,
7396.0,47.0,,,11.0,3.0,8.053160532619733,55.153205083481694,21.725055891745527,,?,1.0
9666.0,2.0,39.85590841332022,7.697634281994703,12.0,,7.447610523246373,54.43654977451493,0.0,2.3721112412544283,2.820465195565177,0.0
3558.0,30.0,31.186234357520654,4.537314211047318,9.0,0.0,7.339467886873556,75.31280056313051,0.0,9.775331934634275,2.8254416373090705,0.0
8849.0,30.0,,,7.0,2.0,3.7195043186986014,81.88717211132459,0.0,8.621031397894562,4.257746001914333,0.0
3047.0,49.0,41.50237969797393,,7.0,,5.5733008797257835,47.20085067392776,1.5023796979739288,5.077134278578159,1.9641008035277205,0.0
3747.0,39.0,,8.173018024051744,12.0,0.0,6.692095472741218,79.75850087968904,0.0,,2.2836934323751783,
1189.0,45.0,35.924185724029705,5.179530321440064,15.0,0.0,6.17937879589228,89.37731381725357,0.0,4.188394801030352,4.718208258402291,0.0
3734.0,,53.2743211733066,3.2728105419164626,14.0,4.0,5.7134301912643295,38.575822652055706,13.274321173306603,2.3718162259003024,?,
4005.0,1.0,45.172817164882375,,13.0,1.0,5.202162303472871,60.05231952553689,5.172817164882375,6.323239580842416,None,
5658.0,38.0,38.814806361693286,3.2745369933089794,,1.0,7.9791258310399025,70.4697792847311,0.0,9.89917646092041,2.7494187825140055,0.0
2899.0,,38.89141421378762,4.294076545757048,6.0,5.0,,,,,2.69027185632572,0.0
8734.0,,41.73178831534515,,,2.0,7.812200037125095,65.6309223785218,1.731788315345149,5.825022364992629,,0.0
2267.0,,,,,3.0,10.0,64.07438859932559,5.603143451304788,9.641586872058909,4.386718445829505,0.0
2528.0,48.0,52.82314956488494,4.920366801446319,12.0,2.0,,74.58923921927423,,9.840820082192876,3.877122148657524,1.0
4556.0,26.0,35.88087712965725,4.736050541473633,15.0,3.0,6.8938626189976615,57.06209341883173,0.0,5.373321016314416,4.0465970842352945,0.0
4890.0,20.0,30.055788341917598,,,3.0,6.145865849577803,69.98003771716327,0.0,,,0.0
,17.0,34.43892312356864,6.513981896849494,10.0,3.0,8.265795684890342,67.72169830188743,,,4.185348807076979,0.0
6393.0,17.0,31.244077893229125,6.195251762871351,13.0,5.0,7.986931901650613,None,0.0,7.333774705488506,2.8689530747582004,0.0
9792.0,4.0,24.739925458501258,3.0532287197059738,,3.0,6.280755111790013,,0.0,,3.6267277104795053,
9433.0,5.0,54.105994160097836,,10.0,3.0,6.702390056285089,100.0,14.105994160097836,,,1.0
8513.0,23.0,48.545861251325604,5.762294981011624,8.0,4.0,,50.0877129439601,8.545861251325604,5.053600118559826,?,
3612.0,46.0,20.0,4.734883167021276,15.0,4.0,?,,,2.626218045589436,,0.0
,,42.179468679600824,7.2647474763106255,,3.0,9.239205533977534,,2.1794686796008236,1.8961882104435248,None,
7235.0,10.0,36.232653805840805,7.870776792864892,14.0,,6.904467886144748,71.22331092372382,0.0,7.146762635711126,2.5202300924223047,0.0
6486.0,46.0,,6.582852004751526,10.0,0.0,6.001720983160512,49.20186617333863,0.0,2.584755908160695,1.2163684415718592,0.0
8099.0,28.0,20.0,,15.0,0.0,5.194733280051505,74.72317523667604,0.0,5.704525810440072,None,0.0
1775.0,33.0,39.747565799320434,8.434799886881581,13.0,1.0,6.810679682878713,44.80711540785484,0.0,5.437226580294696,3.159413376047076,0.0
9226.0,43.0,40.76930591210428,3.106974924270739,13.0,3.0,5.099232961881272,54.095543861885666,0.7693059121042793,7.0627535295962325,,0.0
,26.0,28.231044533372966,4.256019990192608,7.0,,,59.074834381922926,0.0,4.881855533395706,3.877770427336062,
2585.0,50.0,56.227461539904155,4.586389748042343,10.0,,9.099571857136391,79.08969938912664,16.227461539904155,,1.14551125990723,1.0
4943.0,48.0,47.91349130793368,5.219922259697882,7.0,0.0,7.961741240160318,80.26080509884973,7.913491307933683,,,0.0
8555.0,29.0,29.336637300785355,5.132922330225211,12.0,,4.443373342972113,74.26400122011442,0.0,8.357544031383508,,0.0
4073.0,27.0,50.23050373470143,,11.0,2.0,None,63.08948246632163,10.23050373470143,3.495604874778361,4.148901190556559,1.0
2021.0,,,7.776898193695061,7.0,,,84.56594791783809,0.0,9.86453789890865,1.2643038079435476,0.0
4843.0,,50.55108320714919,4.208559415479548,15.0,,5.609007307076841,64.0780383898197,10.55108320714919,5.717451824141954,4.150728704855379,1.0
,10.0,25.571024556637425,8.724740559799113,8.0,3.0,6.0074249713839585,54.99015413896662,0.0,,,0.0
7873.0,42.0,41.70061722505818,5.173669799975164,14.0,4.0,8.178991252978268,82.23254308164722,1.7006172250581812,8.568726756593767,1.6681913129916324,0.0
6675.0,5.0,27.83729962168465,4.311291415154081,14.0,2.0,7.708754492638516,35.401633742036076,0.0,8.784301190040807,1.2505646449513388,0.0
1161.0,10.0,31.62627537664151,,12.0,,7.357530849490656,70.2185067089785,0.0,7.352177815651551,4.45211907199953,
5297.0,50.0,20.683354196478188,6.431267631245979,11.0,0.0,5.592341277322476,60.778286486322514,0.0,2.564430872445705,3.4031450645480548,0.0
,,27.655442168741118,,10.0,1.0,5.655057446731532,79.04505811936234,0.0,9.622192959160907,None,0.0
8629.0,24.0,27.59703689147331,6.935939259865028,15.0,5.0,5.490779413564612,72.14968472727041,0.0,4.601925560811322,3.8210427633605835,0.0
2016.0,38.0,26.346492684396868,6.751369433957201,6.0,4.0,8.604383644745266,68.51955349921549,0.0,9.492235581762495,3.0443602578768525,0.0
8869.0,3.0,41.886146562136275,6.779319649258183,,2.0,None,,1.8861465621362754,8.898849331290103,1.98233196380226,0.0
7439.0,40.0,22.33810252471873,3.0117396146770155,15.0,2.0,4.295751791058017,,0.0,8.401682160810225,3.7990905646570057,0.0
,31.0,42.98810357142551,7.114096105397158,12.0,5.0,6.242809690501272,?,2.988103571425512,1.0731699607439604,1.3075153285355339,
7863.0,41.0,50.058910317691456,7.452826496670546,11.0,3.0,8.836447707782067,None,10.058910317691456,6.189624950443041,2.662645730971723,1.0
8916.0,37.0,31.10944684944502,3.1616007920542617,10.0,5.0,6.396695056057312,,0.0,,None,0.0
9529.0,2.0,39.150525187053866,6.746856429331849,11.0,3.0,6.410576085952673,81.0000284266898,0.0,,,
1878.0,,36.64356015712618,4.5879026325137415,12.0,1.0,,61.10697439290201,0.0,7.313750241257334,1.8878129139174713,0.0
5887.0,39.0,35.884857548902396,6.76962365817014,12.0,0.0,7.311537171889667,None,0.0,6.838306493887782,1.6517207785877006,0.0
,,20.0,4.589504199299411,10.0,1.0,7.991575839891311,82.22069297851364,0.0,9.14060897326308,1.598229976211615,0.0
7331.0,,28.731910263924664,3.575494549371294,14.0,0.0,6.23373983333963,77.33691599041973,0.0,3.6610609428084273,,0.0
9571.0,44.0,54.61426118577215,4.069553196859433,6.0,4.0,7.617790756070233,80.66906079311808,,1.9708213025891497,4.453873381070702,1.0
9684.0,34.0,43.23843723411627,,10.0,5.0,3.0,60.87008739346414,3.238437234116269,3.748329713843355,2.5888937384223896,0.0
8208.0,42.0,37.586248275711704,5.63478813965562,10.0,2.0,8.902866905396658,70.03440326879625,0.0,2.6515319048480195,4.565104826921612,0.0
,20.0,20.0,8.497981594806202,12.0,1.0,,None,0.0,3.2737892380629967,3.9895001988374985,0.0
3062.0,33.0,,5.903820257341713,9.0,0.0,5.459230473423552,79.89306132517173,5.931684765688971,6.096488474409086,3.8616357100198546,
1064.0,4.0,30.88346862689325,,11.0,5.0,5.895762958759031,76.07583984972868,0.0,5.0982768208993425,4.071908868483623,0.0
9006.0,45.0,27.62531577900357,6.405452979830296,8.0,4.0,9.761905706476291,61.30918892280958,,9.828857169941868,3.0152389717236208,0.0
3568.0,,28.627763595976816,5.106168829102307,11.0,1.0,6.833723021526505,None,0.0,4.766283941064071,2.0762674865426796,0.0
6463.0,11.0,45.10647408070668,4.332798323260981,11.0,2.0,?,51.8005529069538,5.106474080706683,,1.7145621061174223,0.0
3027.0,42.0,39.29038325523846,5.227278138038873,7.0,4.0,6.576059426364673,72.3764068960977,0.0,8.873903633773448,2.9876730869609274,
3695.0,,48.64597216722969,,,3.0,5.675645912021544,,8.645972167229687,3.487266308919029,,0.0
6258.0,5.0,51.25721238129545,8.888685900944488,9.0,2.0,4.313635051770365,42.91192726782913,,1.9706744762425068,3.631330267578073,1.0
6618.0,,,5.091847210890714,6.0,3.0,7.631043194494467,66.56758746452883,0.0,6.929535238382028,2.3964308784322177,0.0
7736.0,49.0,39.57304771386667,6.341601933126839,8.0,4.0,?,66.49213972374022,0.0,3.307126978362879,1.228589437204909,0.0
